player_id,first_name,last_name,full_name,is_active,birthdate,country,height,weight
76119,Jerry,Baskerville,Jerry Baskerville,0,,Other,1.9825521472392638,95.76803733726356
101138,Brandon,Bass,Brandon Bass,0,1985-04-30,USA,2.03,113.4
1628238,Paris,Bass,Paris Bass,0,1995-08-29,USA,2.03,90.72
76120,Tim,Bassett,Tim Bassett,0,1951-04-01,USA,2.03,102.06
1629646,Charles,Bassey,Charles Bassey,1,2000-10-28,Nigeria,2.06,104.33
1766,Maceo,Baston,Maceo Baston,0,1976-05-29,USA,2.08,104.33
2370,Mengke,Bateer,Mengke Bateer,0,1975-11-20,China,2.11,131.54
76121,Billyray,Bates,Billyray Bates,0,1956-05-31,USA,1.93,95.25
1628966,Keita,Bates-Diop,Keita Bates-Diop,1,,Other,1.9825521472392638,95.76803733726356
101212,Esteban,Batista,Esteban Batista,0,,Other,1.9825521472392638,95.76803733726356
2471,Mike,Batiste,Mike Batiste,0,,Other,1.9825521472392638,95.76803733726356
1499,Tony,Battie,Tony Battie,0,1976-02-11,USA,2.11,108.86
2203,Shane,Battier,Shane Battier,0,1978-09-09,USA,2.03,99.79
174,John,Battle,John Battle,0,,Other,1.9825521472392638,95.76803733726356
76123,Kenny,Battle,Kenny Battle,0,,Other,1.9825521472392638,95.76803733726356
76124,Dave,Batton,Dave Batton,0,1956-03-26,USA,2.08,108.86
201587,Nicolas,Batum,Nicolas Batum,1,1988-12-14,France,2.03,104.33
76125,Johnny,Baum,Johnny Baum,0,1946-06-17,USA,1.96,90.72
76126,Frankie,Baumholtz,Frankie Baumholtz,0,1918-10-07,USA,1.78,77.11
2437,Lonny,Baxter,Lonny Baxter,0,1979-01-27,USA,2.03,117.93
201573,Jerryd,Bayless,Jerryd Bayless,0,,Other,1.9825521472392638,95.76803733726356
76127,Elgin,Baylor,Elgin Baylor,0,1934-09-16,USA,1.96,102.06
203382,Aron,Baynes,Aron Baynes,0,1986-12-09,Australia,2.08,117.93
76128,Sergei,Bazarevich,Sergei Bazarevich,0,1965-03-15,Russia,1.88,76.2
203145,Kent,Bazemore,Kent Bazemore,1,1989-07-01,USA,1.93,88.45
1629647,Darius,Bazley,Darius Bazley,1,2000-06-12,USA,2.06,97.98
76129,Ed,Beach,Ed Beach,0,1929-01-25,USA,1.9,90.72
203078,Bradley,Beal,Bradley Beal,1,1993-06-28,USA,1.93,93.89
76130,Butch,Beard,Butch Beard,0,1947-05-04,USA,1.9,83.91
76131,Ralph,Beard,Ralph Beard,0,1927-12-02,USA,1.78,79.38
2602,Jerome,Beasley,Jerome Beasley,0,1980-05-17,USA,2.06,107.5
1627736,Malik,Beasley,Malik Beasley,1,1996-11-26,USA,1.93,84.82
201563,Michael,Beasley,Michael Beasley,0,,Other,1.9825521472392638,95.76803733726356
76133,Zelmo,Beaty,Zelmo Beaty,0,1939-10-25,USA,2.06,102.06
201958,Rodrigue,Beaubois,Rodrigue Beaubois,0,1988-02-24,France,1.88,83.91
1630699,MarJon,Beauchamp,MarJon Beauchamp,1,2000-10-12,USA,2.01,90.26
76134,Byron,Beck,Byron Beck,0,1945-01-25,USA,2.06,102.06
1133,Corey,Beck,Corey Beck,0,1971-05-27,USA,1.9,90.72
76136,Ernie,Beck,Ernie Beck,0,1931-12-11,USA,1.93,86.18
76137,Moe,Becker,Moe Becker,0,1917-02-24,USA,1.85,83.91
76138,William,Bedford,William Bedford,0,,Other,1.9825521472392638,95.76803733726356
76139,Hank,Beenders,Hank Beenders,0,,Other,1.9825521472392638,95.76803733726356
76140,Ron,Behagen,Ron Behagen,0,1951-01-14,USA,2.06,83.91
76141,Elmer,Behnke,Elmer Behnke,0,1929-02-03,USA,2.01,95.25
201158,Marco,Belinelli,Marco Belinelli,0,,Other,1.9825521472392638,95.76803733726356
2294,Charlie,Bell,Charlie Bell,0,,Other,1.9825521472392638,95.76803733726356
76142,Dennis,Bell,Dennis Bell,0,1951-06-02,USA,1.96,83.91
1628395,Jordan,Bell,Jordan Bell,0,1995-01-07,USA,2.01,97.98
1952,Raja,Bell,Raja Bell,0,1976-09-19,US Virgin Islands,1.96,95.25
2559,Troy,Bell,Troy Bell,0,1980-11-10,USA,1.85,81.65
76143,William,Bell,William Bell,0,1932-09-13,USA,1.83,81.65
76144,Walt,Bellamy,Walt Bellamy,0,1939-07-24,USA,2.08,102.06
1627761,DeAndre',Bembry,DeAndre' Bembry,0,1994-07-04,USA,1.96,95.25
76145,Irv,Bemoras,Irv Bemoras,0,1930-11-18,USA,1.9,83.91
76146,Leon,Benbow,Leon Benbow,0,1950-07-23,USA,1.93,83.91
1627733,Dragan,Bender,Dragan Bender,0,1997-11-17,Croatia,2.13,112.94
1886,Jonathan,Bender,Jonathan Bender,0,1981-01-30,USA,2.13,104.33
203968,Jerrelle,Benimon,Jerrelle Benimon,0,1991-08-01,USA,1.9825521472392638,95.76803733726356
104,Benoit,Benjamin,Benoit Benjamin,0,1964-11-22,USA,2.13,113.4
1736,Corey,Benjamin,Corey Benjamin,0,1978-02-24,USA,1.98,90.72
203461,Anthony,Bennett,Anthony Bennett,0,1993-03-14,Canada,2.03,106.59
1120,Elmer,Bennett,Elmer Bennett,0,1970-02-13,USA,1.83,77.11
712,Mario,Bennett,Mario Bennett,0,1973-08-01,USA,2.06,106.59
76151,Mel,Bennett,Mel Bennett,0,,Other,1.9825521472392638,95.76803733726356
76148,Tony,Bennett,Tony Bennett,0,1969-06-01,USA,1.83,79.38
76152,Winston,Bennett,Winston Bennett,0,1965-02-09,USA,2.01,95.25
128,David,Benoit,David Benoit,0,1968-05-09,USA,2.03,99.79
202728,Keith,Benson,Keith Benson,0,1988-08-13,USA,2.11,104.33
76154,Kent,Benson,Kent Benson,0,1954-12-27,USA,2.11,106.59
1627791,Ben,Bentil,Ben Bentil,0,1995-03-29,Ghana,2.06,106.59
76155,Gene,Berce,Gene Berce,0,1926-11-22,USA,1.8,79.38
76156,Gary,Bergen,Gary Bergen,0,1932-07-16,USA,2.03,95.25
1631262,Jules,Bernard,Jules Bernard,1,2000-01-21,USA,1.9825521472392638,95.76803733726356
76157,Ricky,Berry,Ricky Berry,0,1964-10-06,USA,2.03,92.99
76158,Walter,Berry,Walter Berry,0,1964-05-14,USA,2.03,97.52
1629541,Dairis,Bertans,Dairis Bertans,0,1989-09-09,Latvia,1.93,90.72
202722,Davis,Bertans,Davis Bertans,1,1992-11-12,Latvia,2.08,102.06
76159,Del,Beshore,Del Beshore,0,,Other,1.9825521472392638,95.76803733726356
696,Travis,Best,Travis Best,0,1972-07-12,USA,1.8,82.55
201976,Patrick,Beverley,Patrick Beverley,1,1988-07-12,USA,1.88,81.65
1630180,Saddiq,Bey,Saddiq Bey,1,1999-04-09,USA,2.01,97.52
1630189,Tyler,Bey,Tyler Bey,0,1998-02-10,USA,2.01,97.52
204021,Sim,Bhullar,Sim Bhullar,0,1992-12-02,Canada,2.26,163.29
76160,Al,Bianchi,Al Bianchi,0,,Other,1.9825521472392638,95.76803733726356
76161,Hank,Biasatti,Hank Biasatti,0,,Other,1.9825521472392638,95.76803733726356
